year,country,inflow,outflow,latitude,longitude,net_migrants,GDP per Capita,CPI
1990,Afghanistan,50671,3581557,33.93911,67.709953,-3530886,Data Unavailable,Data Unavailable
1995,Afghanistan,55794,1580390,33.93911,67.709953,-1524596,Data Unavailable,Data Unavailable
2000,Afghanistan,60918,2441534,33.93911,67.709953,-2380616,Data Unavailable,Data Unavailable
2005,Afghanistan,67045,1646074,33.93911,67.709953,-1579029,247.66414,71.58214338
2010,Afghanistan,73174,2610188,33.93911,67.709953,-2537014,550.514974,100.0
2015,Afghanistan,364151,2499786,33.93911,67.709953,-2135635,590.0764738,132.88320919999998
2017,Afghanistan,99345,2494308,33.93911,67.709953,-2394963,550.0684587999999,145.61074140000002
1990,Albania,58703,133396,41.153332,20.168331,-74693,617.2304355,Data Unavailable
1995,Albania,63452,441271,41.153332,20.168331,-377819,750.6044492000001,40.755979100000005
2000,Albania,68202,753282,41.153332,20.168331,-685080,1126.68334,74.14128934
2005,Albania,57570,894505,41.153332,20.168331,-836935,2673.786584,86.67556753
2010,Albania,46939,1058328,41.153332,20.168331,-1011389,4094.360204,100.0
2015,Albania,46266,1069589,41.153332,20.168331,-1023323,3952.830781,111.404974
2017,Albania,46666,1079680,41.153332,20.168331,-1033014,4537.5790560000005,115.07518689999999
1990,Algeria,258623,904559,28.033886,1.6596259999999998,-645936,2394.42038,15.51936355
1995,Algeria,250204,963763,28.033886,1.6596259999999998,-713559,1444.908036,51.93108535
2000,Algeria,241786,1023754,28.033886,1.6596259999999998,-781968,1757.017797,70.438128
2005,Algeria,190843,1587317,28.033886,1.6596259999999998,-1396474,3100.122378,81.82607845
2010,Algeria,209723,1628704,28.033886,1.6596259999999998,-1418981,4463.394675,100.0
2015,Algeria,231471,1784029,28.033886,1.6596259999999998,-1552558,4162.852181,126.73664640000001
2017,Algeria,240308,1791159,28.033886,1.6596259999999998,-1550851,4055.247211,142.3842032
1990,American Samoa,20486,1082,-14.270972,-170.132217,19404,Data Unavailable,Data Unavailable
1995,American Samoa,22301,1626,-14.270972,-170.132217,20675,Data Unavailable,Data Unavailable
2000,American Samoa,24115,2157,-14.270972,-170.132217,21958,Data Unavailable,Data Unavailable
2005,American Samoa,23552,2137,-14.270972,-170.132217,21415,8508.406915000001,Data Unavailable
2010,American Samoa,22991,1932,-14.270972,-170.132217,21059,10352.82276,Data Unavailable
2015,American Samoa,22944,1992,-14.270972,-170.132217,20952,11901.97526,Data Unavailable
2017,American Samoa,22987,1994,-14.270972,-170.132217,20993,11394.4753,Data Unavailable
1990,Andorra,38137,3786,42.546245,1.601554,34351,18878.50597,Data Unavailable
1995,Andorra,39688,4186,42.546245,1.601554,35502,18461.06486,Data Unavailable
2000,Andorra,41238,5605,42.546245,1.601554,35633,21936.5301,Data Unavailable
2005,Andorra,48526,5758,42.546245,1.601554,42768,41282.02012,Data Unavailable
2010,Andorra,49544,7120,42.546245,1.601554,42424,39736.354060000005,Data Unavailable
2015,Andorra,39552,7589,42.546245,1.601554,31963,36038.2676,Data Unavailable
2017,Andorra,38565,7653,42.546245,1.601554,30912,39146.548839999996,Data Unavailable
1990,Angola,27759,327648,-11.202692,17.873887,-299889,922.55017,2.2200799999999997e-08
1995,Angola,33126,369504,-11.202692,17.873887,-336378,388.1667663,0.000699938
2000,Angola,38485,509164,-11.202692,17.873887,-470679,555.2969419,2.9090823930000003
2005,Angola,51477,399060,-11.202692,17.873887,-347583,1890.849727,53.69480503
2010,Angola,64461,330444,-11.202692,17.873887,-265983,3585.905553,100.0
2015,Angola,532342,382007,-11.202692,17.873887,150335,4170.730358,161.05232619999998
2017,Angola,537657,390233,-11.202692,17.873887,147424,4100.289786,280.7632773
1990,Antigua and Barbuda,11204,17017,17.060816,-61.79642800000001,-5813,6889.004720999999,Data Unavailable
1995,Antigua and Barbuda,16990,22391,17.060816,-61.79642800000001,-5401,7841.463843,Data Unavailable
2000,Antigua and Barbuda,22746,27969,17.060816,-61.79642800000001,-5223,9932.029681,81.08256881
2005,Antigua and Barbuda,24408,31456,17.060816,-61.79642800000001,-7048,11452.73878,89.46046308
2010,Antigua and Barbuda,26040,36075,17.060816,-61.79642800000001,-10035,12174.6978,100.0
2015,Antigua and Barbuda,27688,43830,17.060816,-61.79642800000001,-16142,13602.421240000001,110.31973570000001
2017,Antigua and Barbuda,28218,45014,17.060816,-61.79642800000001,-16796,14803.01093,112.4501693
1990,Argentina,1565392,398212,-38.416097,-63.616672,1167180,4318.7747,Data Unavailable
1995,Argentina,1512538,446164,-38.416097,-63.616672,1066374,7373.4282459999995,Data Unavailable
2000,Argentina,1459713,517358,-38.416097,-63.616672,942355,7669.273915999999,Data Unavailable
2005,Argentina,1613729,771475,-38.416097,-63.616672,842254,5076.883829,Data Unavailable
2010,Argentina,1767689,897183,-38.416097,-63.616672,870506,10276.2605,Data Unavailable
2015,Argentina,2042145,899917,-38.416097,-63.616672,1142228,13698.293440000001,Data Unavailable
2017,Argentina,2118655,922258,-38.416097,-63.616672,1196397,14398.358769999999,Data Unavailable
1990,Armenia,564662,363639,40.069099,45.038189,201023,637.8557412,Data Unavailable
1995,Armenia,654786,385111,40.069099,45.038189,269675,456.37589979999996,44.28969387
2000,Armenia,620649,396986,40.069099,45.038189,223663,622.7427477000001,65.00059042
2005,Armenia,439319,394448,40.069099,45.038189,44871,1643.758543,76.37960179999999
2010,Armenia,194741,399746,40.069099,45.038189,-205005,3218.381655,100.0
2015,Armenia,169744,414299,40.069099,45.038189,-244555,3617.935746,124.7661613
2017,Armenia,169311,418643,40.069099,45.038189,-249332,3936.7983200000003,124.20762930000001
1990,Aruba,11099,5374,12.52111,-69.968338,5725,12307.311740000001,49.29983975
1995,Aruba,19002,6115,12.52111,-69.968338,12887,16439.356359999998,62.49534834
2000,Aruba,26897,6965,12.52111,-69.968338,19932,20620.700630000003,72.03181468
2005,Aruba,30144,8164,12.52111,-69.968338,21980,23300.03956,84.13817564
2010,Aruba,32790,9912,12.52111,-69.968338,22878,23512.6026,100.0
2015,Aruba,34496,12124,12.52111,-69.968338,22372,25796.38025,103.40217209999999
2017,Aruba,34713,12671,12.52111,-69.968338,22042,25655.10202,101.9919683
1990,Australia,3948318,295844,-25.274398,133.775136,3652474,18214.83698,59.78147763
1995,Australia,4125550,335035,-25.274398,133.775136,3790515,20319.63063,67.63787721
2000,Australia,4337890,373788,-25.274398,133.775136,3964102,21669.41091,74.37565036
2005,Australia,4825070,416394,-25.274398,133.775136,4408676,33961.6818,86.34235172
2010,Australia,5821210,469765,-25.274398,133.775136,5351445,51936.88871,100.0
2015,Australia,6684394,504967,-25.274398,133.775136,6179427,56644.03396,112.04474509999999
2017,Australia,7008050,525363,-25.274398,133.775136,6482687,53793.537260000005,115.6867846
1990,Austria,793239,499041,47.516231,14.550072,294198,21680.989690000002,65.71769018
1995,Austria,894893,482767,47.516231,14.550072,412126,30325.849580000002,77.06002666
2000,Austria,996547,466756,47.516231,14.550072,529791,24564.458290000002,82.60190712
2005,Austria,1136270,485639,47.516231,14.550072,650631,38403.13388,91.35266526
2010,Austria,1275992,509022,47.516231,14.550072,766970,46858.04327,100.0
2015,Austria,1492374,526466,47.516231,14.550072,965908,44176.67174,110.6885793
2017,Austria,1660283,579796,47.516231,14.550072,1080487,47380.829639999996,113.99973670000001
1990,Azerbaijan,357078,692656,40.143105,47.57692700000001,-335578,1266.020967,Data Unavailable
1995,Azerbaijan,340965,804025,40.143105,47.57692700000001,-463060,397.19811610000005,42.59317806
2000,Azerbaijan,325050,784794,40.143105,47.57692700000001,-459744,655.0974326,48.882257200000005
2005,Azerbaijan,299730,638670,40.143105,47.57692700000001,-338940,1578.40239,61.03957527
2010,Azerbaijan,274411,410895,40.143105,47.57692700000001,-136484,5842.805784,100.0
2015,Azerbaijan,261751,364841,40.143105,47.57692700000001,-103090,5500.310382,117.7309217
2017,Azerbaijan,256790,373904,40.143105,47.57692700000001,-117114,4135.138601,149.4723326
1990,Bahrain,170701,4410,25.930414000000006,50.637772,166291,8528.983334,78.45651645
1995,Bahrain,201392,17793,25.930414000000006,50.637772,183599,10376.93489,83.79076901
2000,Bahrain,232683,39727,25.930414000000006,50.637772,192956,13636.34668,83.43850231
2005,Bahrain,392112,44163,25.930414000000006,50.637772,347949,17959.17854,87.4960535
2010,Bahrain,638094,45100,25.930414000000006,50.637772,592994,20722.103890000002,100.0
2015,Bahrain,696373,47733,25.930414000000006,50.637772,648640,22688.878240000002,110.51821559999999
2017,Bahrain,714667,49238,25.930414000000006,50.637772,665429,23739.15717,115.18959109999999
1990,Bangladesh,741548,5447404,23.684994,90.356331,-4705856,297.5679945,32.24922014
1995,Bangladesh,800479,5416653,23.684994,90.356331,-4616174,319.6087004,42.53446758
2000,Bangladesh,859424,5422293,23.684994,90.356331,-4562869,405.60330710000005,53.90914412
2005,Bangladesh,996782,5750858,23.684994,90.356331,-4754076,484.15540710000005,69.15310297
2010,Bangladesh,1100737,6724603,23.684994,90.356331,-5623866,757.6717572000001,100.0
2015,Bangladesh,1138134,7224952,23.684994,90.356331,-6086818,1210.158849,144.5588509
2017,Bangladesh,1161941,7477606,23.684994,90.356331,-6315665,1516.51327,161.2264589
1990,Barbados,18452,84235,13.193887,-59.543198,-65783,7770.815258,51.11745081
1995,Barbados,20140,89152,13.193887,-59.543198,-69012,8537.056187,59.40833936
2000,Barbados,21831,94537,13.193887,-59.543198,-72706,11567.66612,67.2938918
2005,Barbados,20652,92715,13.193887,-59.543198,-72063,14223.25544,75.54506238
2010,Barbados,19424,94248,13.193887,-59.543198,-74824,16203.155569999999,100.0
2015,Barbados,20397,94319,13.193887,-59.543198,-73922,16129.049280000001,117.21028500000001
2017,Barbados,20498,97756,13.193887,-59.543198,-77258,16356.980109999999,124.245074
1990,Belarus,1248782,945689,53.709807,27.953389,303093,2124.840514,Data Unavailable
1995,Belarus,1186020,844363,53.709807,27.953389,341657,1370.676559,Data Unavailable
2000,Belarus,1123275,751083,53.709807,27.953389,372192,1276.288034,Data Unavailable
2005,Belarus,1106673,728456,53.709807,27.953389,378217,3125.810535,Data Unavailable
2010,Belarus,1090088,711835,53.709807,27.953389,378253,6181.399915999999,Data Unavailable
2015,Belarus,1082594,702147,53.709807,27.953389,380447,5949.106307,Data Unavailable
2017,Belarus,1078304,712605,53.709807,27.953389,365699,5733.30721,Data Unavailable
1990,Belgium,876683,363573,50.503887,4.469936,513110,20710.64434,66.4424442
1995,Belgium,869676,374081,50.503887,4.469936,495595,28565.91915,74.97947947
2000,Belgium,837472,397931,50.503887,4.469936,439541,23207.405909999998,81.42180435
2005,Belgium,854807,436822,50.503887,4.469936,417985,36967.25918,90.40587095
2010,Belgium,1036630,490115,50.503887,4.469936,546515,44380.17663,100.0
2015,Belgium,1159846,539764,50.503887,4.469936,620082,40431.95262,108.62969209999999
2017,Belgium,1174608,560792,50.503887,4.469936,613816,43467.4459,113.12890259999999
1990,Belize,29314,35104,17.189877,-88.49765,-5790,2197.185023,Data Unavailable
1995,Belize,32317,41002,17.189877,-88.49765,-8685,2996.382928,Data Unavailable
2000,Belize,35321,47220,17.189877,-88.49765,-11899,3364.423711,Data Unavailable
2005,Belize,40138,50982,17.189877,-88.49765,-10844,3933.262143,Data Unavailable
2010,Belize,44956,56518,17.189877,-88.49765,-11562,4342.963173,Data Unavailable
2015,Belize,53029,60288,17.189877,-88.49765,-7259,4905.536645,Data Unavailable
2017,Belize,58186,62271,17.189877,-88.49765,-4085,4971.201636,Data Unavailable
1990,Benin,63876,228961,9.30769,2.315834,-165085,393.6862144,Data Unavailable
1995,Benin,88638,267297,9.30769,2.315834,-178659,367.387341,61.13532595
2000,Benin,113401,311550,9.30769,2.315834,-198149,374.19239419999997,73.3431723
2005,Benin,145428,483467,9.30769,2.315834,-338039,601.7999769999999,84.31211991
2010,Benin,177454,516553,9.30769,2.315834,-339099,757.6959074,100.0
2015,Benin,208093,593228,9.30769,2.315834,-385135,783.9630778,109.8114842
2017,Benin,214775,612438,9.30769,2.315834,-397663,827.3936794,108.9659933
1990,Bermuda,15030,71702,32.321384,-64.75737,-56672,26841.51974,Data Unavailable
1995,Bermuda,15980,42601,32.321384,-64.75737,-26621,33989.72236,Data Unavailable
2000,Bermuda,16930,14083,32.321384,-64.75737,2847,56284.16865,Data Unavailable
2005,Bermuda,17393,14929,32.321384,-64.75737,2464,75882.03386,Data Unavailable
2010,Bermuda,17857,15845,32.321384,-64.75737,2012,88207.32756,Data Unavailable
2015,Bermuda,18086,15882,32.321384,-64.75737,2204,Data Unavailable,Data Unavailable
2017,Bermuda,17904,16493,32.321384,-64.75737,1411,Data Unavailable,Data Unavailable
1990,Bhutan,21982,28366,27.514162,90.433601,-6384,557.9721483,33.3963714
1995,Bhutan,25828,117872,27.514162,90.433601,-92044,588.5939027000001,56.65931432
2000,Bhutan,29673,120061,27.514162,90.433601,-90388,765.8632357999999,80.62800192
2005,Bhutan,37191,117858,27.514162,90.433601,-80667,1247.061392,74.84568688
2010,Bhutan,44708,86159,27.514162,90.433601,-41451,2178.921383,100.0
2015,Bhutan,47189,44038,27.514162,90.433601,3151,2616.010343,146.24211499999998
2017,Bhutan,48289,43967,27.514162,90.433601,4322,3130.233543,158.4309794
1990,Bosnia and Herzegovina,54542,857782,43.915886,17.679076000000006,-803240,Data Unavailable,Data Unavailable
1995,Bosnia and Herzegovina,68250,1366791,43.915886,17.679076000000006,-1298541,485.6172767,Data Unavailable
2000,Bosnia and Herzegovina,81959,1459806,43.915886,17.679076000000006,-1377847,1461.7505199999998,Data Unavailable
2005,Bosnia and Herzegovina,46518,1480713,43.915886,17.679076000000006,-1434195,2967.8340559999997,84.94370196
2010,Bosnia and Herzegovina,37841,1564516,43.915886,17.679076000000006,-1526675,4614.829041,100.0
2015,Bosnia and Herzegovina,37621,1599486,43.915886,17.679076000000006,-1561865,4584.242547999999,103.68058359999999
2017,Bosnia and Herzegovina,36177,1647776,43.915886,17.679076000000006,-1611599,5148.208517,103.7500003
1990,Botswana,25829,25763,-22.328474,24.684866,66,2750.950026,16.25586542
1995,Botswana,35261,23000,-22.328474,24.684866,12261,3014.8678579999996,29.47859764
2000,Botswana,48400,26087,-22.328474,24.684866,22313,3349.068823,44.03450978
2005,Botswana,77166,30602,-22.328474,24.684866,46564,5351.253732,64.29180368
2010,Botswana,106209,46803,-22.328474,24.684866,59406,6346.156204,100.0
2015,Botswana,141110,75783,-22.328474,24.684866,65327,6521.146128,132.882568
2017,Botswana,146179,79826,-22.328474,24.684866,66353,7595.611140999999,141.143034
1990,Brazil,770323,484101,-14.235004,-51.92528,286222,3093.037479,0.0008927039999999999
1995,Brazil,713984,731248,-14.235004,-51.92528,-17264,4740.119813,36.64031594
2000,Brazil,657613,946949,-14.235004,-51.92528,-289336,3739.116139,52.53158274
2005,Brazil,622082,1191482,-14.235004,-51.92528,-569400,4770.183853,79.54366733
2010,Brazil,586789,1500255,-14.235004,-51.92528,-913466,11224.15408,100.0
2015,Brazil,699609,1521750,-14.235004,-51.92528,-822141,8750.222995999999,138.38864130000002
2017,Brazil,718068,1576128,-14.235004,-51.92528,-858060,9812.278531,155.6687862
1990,British Virgin Islands,7516,429,18.420695,-64.63996800000001,7087,Data Unavailable,Data Unavailable
1995,British Virgin Islands,8840,675,18.420695,-64.63996800000001,8165,Data Unavailable,Data Unavailable
2000,British Virgin Islands,10155,955,18.420695,-64.63996800000001,9200,Data Unavailable,Data Unavailable
2005,British Virgin Islands,11635,979,18.420695,-64.63996800000001,10656,Data Unavailable,Data Unavailable
2010,British Virgin Islands,14478,1038,18.420695,-64.63996800000001,13440,Data Unavailable,Data Unavailable
2015,British Virgin Islands,16213,1060,18.420695,-64.63996800000001,15153,Data Unavailable,Data Unavailable
2017,British Virgin Islands,16902,1108,18.420695,-64.63996800000001,15794,Data Unavailable,Data Unavailable
1990,Bulgaria,19077,603562,42.733883,25.48583,-584485,2366.529821,0.035326647999999995
1995,Bulgaria,30380,639998,42.733883,25.48583,-609618,1554.046931,1.627491445
2000,Bulgaria,41598,678354,42.733883,25.48583,-636756,1609.882452,56.10139684
2005,Bulgaria,59498,896438,42.733883,25.48583,-836940,3869.529455,72.7256368
2010,Bulgaria,74877,1114054,42.733883,25.48583,-1039177,6843.26695,100.0
2015,Bulgaria,132140,1153059,42.733883,25.48583,-1020919,6993.783483,106.6073072
2017,Bulgaria,151800,1277703,42.733883,25.48583,-1125903,8228.01157,107.93895719999999
1990,Burkina Faso,326879,1018342,12.238333,-1.561593,-691463,351.9793229,49.16470743
1995,Burkina Faso,406520,1213092,12.238333,-1.561593,-806572,235.83219730000002,66.58516841
2000,Burkina Faso,485979,1233579,12.238333,-1.561593,-747600,226.47598140000002,74.91524285
2005,Burkina Faso,557720,1311822,12.238333,-1.561593,-754102,406.9988071,86.92536198
2010,Burkina Faso,629595,1387436,12.238333,-1.561593,-757841,575.4464527000001,100.0
2015,Burkina Faso,658342,1450829,12.238333,-1.561593,-792487,575.3144542,107.99750619999999
2017,Burkina Faso,662304,1472255,12.238333,-1.561593,-809951,642.0371482999999,108.12235
1990,Burundi,273491,84615,-3.373056,29.918886,188876,209.0516152,10.48491308
1995,Burundi,214117,104641,-3.373056,29.918886,109476,167.7991717,17.48234139
2000,Burundi,111921,92882,-3.373056,29.918886,19039,135.9984455,41.94302039
2005,Burundi,156940,119712,-3.373056,29.918886,37228,150.4876135,61.29330329999999
2010,Burundi,215702,131284,-3.373056,29.918886,84418,231.7955369,100.0
2015,Burundi,262969,164180,-3.373056,29.918886,98789,304.37422069999997,154.02356830000002
2017,Burundi,271822,184892,-3.373056,29.918886,86930,292.0052103,188.68252919999998
1990,Cambodia,32682,331826,12.565679,104.990963,-299144,Data Unavailable,Data Unavailable
1995,Cambodia,86480,381421,12.565679,104.990963,-294941,323.0099928,43.08211775
2000,Cambodia,140279,441077,12.565679,104.990963,-300798,302.6489962,59.03876639
2005,Cambodia,109499,664372,12.565679,104.990963,-554873,474.2238766,67.76151636
2010,Cambodia,78719,936778,12.565679,104.990963,-858059,785.6928841,100.0
2015,Cambodia,71024,1016728,12.565679,104.990963,-945704,1163.18977,117.4932986
2017,Cambodia,73281,1046503,12.565679,104.990963,-973222,1384.4231869999999,124.57154140000002
1990,Cameroon,212475,111107,7.369722,12.354722,101368,951.8882236,46.949945
1995,Cameroon,197678,131530,7.369722,12.354722,66148,716.4369268999999,66.99056704
2000,Cameroon,182879,155312,7.369722,12.354722,27567,660.1926971,77.61426503
2005,Cameroon,241660,213583,7.369722,12.354722,28077,1030.0381929999999,85.74960405
2010,Cameroon,280209,269461,7.369722,12.354722,10748,1309.122208,100.0
2015,Cameroon,504874,314100,7.369722,12.354722,190774,1353.92449,112.86750359999998
2017,Cameroon,536555,321413,7.369722,12.354722,215142,1451.865747,114.58331299999999
1990,Canada,4327805,984542,56.130366,-106.346771,3343263,21371.2911,67.27962221
1995,Canada,4858489,1050253,56.130366,-106.346771,3808236,20577.48939,75.17172295
2000,Canada,5504699,1123819,56.130366,-106.346771,4380880,24124.169169999997,81.89038351
2005,Canada,6071574,1160299,56.130366,-106.346771,4911275,36189.58838,91.85031483
2010,Canada,6751310,1235355,56.130366,-106.346771,5515955,47447.47602,100.0
2015,Canada,7550030,1275309,56.130366,-106.346771,6274721,43327.17364,108.67200919999999
2017,Canada,7849479,1321091,56.130366,-106.346771,6528388,44870.77616,111.9848311
1990,Cayman Islands,9314,373,19.513469,-80.566956,8941,Data Unavailable,Data Unavailable
1995,Cayman Islands,14243,803,19.513469,-80.566956,13440,Data Unavailable,Data Unavailable
2000,Cayman Islands,19172,1259,19.513469,-80.566956,17913,Data Unavailable,Data Unavailable
2005,Cayman Islands,21579,1268,19.513469,-80.566956,20311,47632.1961,Data Unavailable
2010,Cayman Islands,23985,1238,19.513469,-80.566956,22747,Data Unavailable,100.0
2015,Cayman Islands,23656,1230,19.513469,-80.566956,22426,Data Unavailable,103.5896018
2017,Cayman Islands,24256,1281,19.513469,-80.566956,22975,Data Unavailable,Data Unavailable
1990,Central African Republic,57307,35492,6.611111,20.939444,21815,490.0745619,49.71034483
1995,Central African Republic,75910,37110,6.611111,20.939444,38800,332.67737719999997,68.95632184
2000,Central African Republic,87922,38953,6.611111,20.939444,48969,243.54293169999997,72.55080459999999
2005,Central African Republic,67223,116433,6.611111,20.939444,-49210,323.98051119999997,80.88521073
2010,Central African Republic,66524,208707,6.611111,20.939444,-142183,446.4436878000001,100.0
2015,Central African Republic,58076,397208,6.611111,20.939444,-339132,348.3814271,186.8616667
2017,Central African Republic,63169,411695,6.611111,20.939444,-348526,418.411287,Data Unavailable
1990,Chad,69111,333508,15.454166,18.732207,-264397,291.86615930000005,43.51498094
1995,Chad,83902,263082,15.454166,18.732207,-179180,206.53869269999998,61.675188299999995
2000,Chad,98689,200490,15.454166,18.732207,-101801,166.0231785,72.1689327
2005,Chad,342974,206543,15.454166,18.732207,136431,660.2421396000001,85.62865706
2010,Chad,406162,185419,15.454166,18.732207,220743,896.5697341,100.0
2015,Chad,503624,210529,15.454166,18.732207,293095,781.3310573,115.905523
2017,Chad,477045,230888,15.454166,18.732207,246157,662.5001146000001,Data Unavailable
1990,Chile,107501,462262,-35.675147,-71.542969,-354761,2500.646257,29.99173834
1995,Chile,142417,471484,-35.675147,-71.542969,-329067,5137.375078,57.32428402
2000,Chile,177332,487592,-35.675147,-71.542969,-310260,5101.368479,73.67333477
2005,Chile,273384,518912,-35.675147,-71.542969,-245528,7615.304679999999,83.72807891
2010,Chile,369436,546303,-35.675147,-71.542969,-176867,12860.17764,100.0
2015,Chile,469436,590617,-35.675147,-71.542969,-121181,13736.635690000001,118.40141899999999
2017,Chile,488571,611011,-35.675147,-71.542969,-122440,15346.4497,125.56654479999999
1990,China,298400,2210076,35.86166,104.195397,-1911676,317.884673,40.44026517
1995,China,344062,2791728,35.86166,104.195397,-2447666,609.6566792,74.07978790000001
2000,China,389735,3483604,35.86166,104.195397,-3093869,959.3724836000001,80.97001954
2005,China,548425,4570046,35.86166,104.195397,-4021621,1753.417829,86.50931766
2010,China,707128,5494590,35.86166,104.195397,-4787462,4560.512586,100.0
2015,China,813787,6323615,35.86166,104.195397,-5509828,8069.213024,114.9221246
2017,China,831650,6558816,35.86166,104.195397,-5727166,8826.994095999999,119.08805159999999
1990,Colombia,103448,451756,4.570868,-74.297333,-348308,1396.028769,9.400661986
1995,Colombia,106189,624857,4.570868,-74.297333,-518668,2470.683623,28.3062087
2000,Colombia,108894,813521,4.570868,-74.297333,-704627,2472.197831,58.21584415
2005,Colombia,106966,1208968,4.570868,-74.297333,-1102002,3354.021804,79.67198470000001
2010,Colombia,123584,1591897,4.570868,-74.297333,-1468313,6230.738366,100.0
2015,Colombia,138319,1689430,4.570868,-74.297333,-1551111,6085.209979,117.5895915
2017,Colombia,141443,1738539,4.570868,-74.297333,-1597096,6408.920012,131.87726909999998
1990,Comoros,12560,39716,-11.875001,43.872219,-27156,1043.8008029999999,Data Unavailable
1995,Comoros,12435,50810,-11.875001,43.872219,-38375,838.171684,Data Unavailable
2000,Comoros,12310,69992,-11.875001,43.872219,-57682,645.8186908,69.14447883
2005,Comoros,11783,95539,-11.875001,43.872219,-83756,1068.6003210000001,84.41368963
2010,Comoros,11255,107903,-11.875001,43.872219,-96648,1315.214806,100.0
2015,Comoros,11204,114948,-11.875001,43.872219,-103744,1271.057042,Data Unavailable
2017,Comoros,11204,115775,-11.875001,43.872219,-104571,1312.333925,Data Unavailable
1990,Costa Rica,209300,67923,9.748917,-83.753428,141377,1844.8633760000002,8.551815526
1995,Costa Rica,203856,83919,9.748917,-83.753428,119937,3279.326533,20.58269873
2000,Costa Rica,300336,104440,9.748917,-83.753428,195896,3808.3636659999997,37.35763013
2005,Costa Rica,197870,117220,9.748917,-83.753428,80650,4697.011138,63.47056889
2010,Costa Rica,391708,135430,9.748917,-83.753428,256278,8199.414621,100.0
2015,Costa Rica,397749,137488,9.748917,-83.753428,260261,11393.02842,121.50454950000001
2017,Costa Rica,400147,142108,9.748917,-83.753428,258039,11677.269040000001,123.4583029
1990,Croatia,371626,423618,45.1,15.2,-51992,Data Unavailable,0.108485968
1995,Croatia,563714,702810,45.1,15.2,-139096,4845.761142,60.26998203
2000,Croatia,480163,871688,45.1,15.2,-391525,4873.053306,75.81424481
2005,Croatia,516819,831658,45.1,15.2,-314839,10521.03386,85.8357194
2010,Croatia,553434,858450,45.1,15.2,-305016,13932.074209999999,100.0
2015,Croatia,555944,868377,45.1,15.2,-312433,11773.264659999999,107.372942
2017,Croatia,541180,913077,45.1,15.2,-371897,13386.512859999999,107.3639943
1990,Cuba,29587,820216,21.521757,-77.78116700000002,-790629,2706.975742,Data Unavailable
1995,Cuba,22432,920188,21.521757,-77.78116700000002,-897756,2790.178221,Data Unavailable
2000,Cuba,15263,1034617,21.521757,-77.78116700000002,-1019354,2741.1105420000004,Data Unavailable
2005,Cuba,15197,1143940,21.521757,-77.78116700000002,-1128743,3779.0570700000003,Data Unavailable
2010,Cuba,13880,1294448,21.521757,-77.78116700000002,-1280568,5676.1414030000005,Data Unavailable
2015,Cuba,12494,1493765,21.521757,-77.78116700000002,-1481271,7602.278668000001,Data Unavailable
2017,Cuba,12290,1540473,21.521757,-77.78116700000002,-1528183,8433.092698999999,Data Unavailable
1990,Cyprus,43432,173849,35.126413,33.429859,-130417,9641.575273,53.27986466
1995,Cyprus,61451,162766,35.126413,33.429859,-101315,15261.426459999999,67.14758555
2000,Cyprus,79394,153075,35.126413,33.429859,-73681,14388.3467,77.51324993
2005,Cyprus,116207,153292,35.126413,33.429859,-37085,24959.26591,88.77052805
2010,Cyprus,186874,162240,35.126413,33.429859,24634,30818.47993,100.0
2015,Cyprus,190334,155153,35.126413,33.429859,35181,23217.48415,101.72853
2017,Cyprus,187227,162915,35.126413,33.429859,24312,25658.79966,100.543291
1990,Denmark,235189,196395,56.26392,9.501785,38794,26891.441639999997,66.11251585
1995,Denmark,303108,203671,56.26392,9.501785,99437,35351.380710000005,72.86566199
2000,Denmark,371026,213254,56.26392,9.501785,157772,30743.55917,81.68115168
2005,Denmark,440383,220945,56.26392,9.501785,219438,48799.82037,90.00982055
2010,Denmark,509740,233092,56.26392,9.501785,276648,58041.41122,100.0
2015,Denmark,595876,246253,56.26392,9.501785,349623,53254.850589999995,107.13329170000002
2017,Denmark,656789,257781,56.26392,9.501785,399008,57218.85196,108.63315779999999
1990,Djibouti,114910,5280,11.825138,42.590275,109630,766.1409545,Data Unavailable
1995,Djibouti,93804,6935,11.825138,42.590275,86869,789.5517691,Data Unavailable
2000,Djibouti,94491,9036,11.825138,42.590275,85455,768.1760767000001,70.07226949999999
2005,Djibouti,86580,12204,11.825138,42.590275,74376,904.7297489,77.80044294
2010,Djibouti,95499,13528,11.825138,42.590275,81971,1325.990724,100.0
2015,Djibouti,105630,15515,11.825138,42.590275,90115,1761.6101579999997,112.4791057
2017,Djibouti,109142,15820,11.825138,42.590275,93322,1927.589706,116.21575320000001
1990,Dominica,2055,37121,15.414999,-61.370976,-35066,2839.98435,65.36218475
1995,Dominica,2704,40099,15.414999,-61.370976,-37395,3846.5719670000003,74.89657569
2000,Dominica,3225,43340,15.414999,-61.370976,-40115,4785.9935829999995,80.39984628
2005,Dominica,3958,58060,15.414999,-61.370976,-54102,5157.447918,86.17957969
2010,Dominica,4664,66226,15.414999,-61.370976,-61562,6912.435714,100.0
2015,Dominica,5437,62628,15.414999,-61.370976,-57191,7392.234584000001,102.4624546
2017,Dominica,5474,64290,15.414999,-61.370976,-58816,6719.337165999999,103.0600444
1990,Dominican Republic,289949,437969,18.735693,-70.162651,-148020,984.6914172,11.80110682
1995,Dominican Republic,322076,648240,18.735693,-70.162651,-326164,2103.115771,23.20456674
